request_rate,unique_endpoint_count,method_ratio,avg_payload_size,error_rate,repeated_parameter_ratio,user_agent_entropy,avg_response_time,max_response_time,is_anomalous
10.0,2,0.8333333333333334,64.8,0.0,0.5,-0.0,211.7,233,1
10.0,5,1.75,29.6,0.0,0.6,-0.0,210.8,231,1
10.0,5,1.0,53.6,0.0,0.7,-0.0,207.7,213,1
10.0,4,1.2,13.7,0.0,0.5,-0.0,207.2,211,1
10.0,3,0.8333333333333334,81.7,0.0,0.5,-0.0,213.6,230,1
10.0,6,1.5,40.9,0.0,0.8,-0.0,205.7,212,1
10.0,2,0.8333333333333334,80.4,0.0,0.5,-0.0,213.2,231,1
10.0,2,0.8333333333333334,32.4,0.0,0.5,-0.0,209.3,217,1
10.0,5,1.2,37.6,0.0,0.6,-0.0,209.4,231,1
10.0,3,1.0,80.8,0.0,0.6,-0.0,210.4,232,1
10.0,7,2.6666666666666665,24.5,0.0,0.8,-0.0,207.1,218,1
10.0,3,1.2,33.9,0.0,0.5,-0.0,209.5,219,1
10.0,4,1.0,14.7,0.0,0.7,-0.0,206.6,213,1
10.0,5,1.5,36.9,0.0,0.6,-0.0,209.0,232,1
10.0,5,1.2,79.3,0.0,0.6,-0.0,213.3,232,1
10.0,5,1.2,73.4,0.0,0.7,-0.0,210.0,229,1
10.0,3,1.0,33.5,0.0,0.5,-0.0,208.6,213,1
10.0,5,1.2,6.1,0.0,0.6,-0.0,206.9,209,1
10.0,3,0.8333333333333334,104.1,0.0,0.5,-0.0,216.0,248,1
10.0,8,2.6666666666666665,10.7,0.0,0.9,-0.0,206.0,208,1
10.0,5,1.75,66.2,0.0,0.6,-0.0,214.4,234,1
10.0,2,0.8333333333333334,54.1,0.0,0.5,-0.0,209.1,216,1
10.0,4,0.8333333333333334,74.1,0.0,0.5,-0.0,213.9,263,1
10.0,4,1.2,47.6,0.0,0.6,-0.0,211.3,233,1
10.0,9,2.6666666666666665,28.8,0.0,0.9,-0.0,206.5,208,1
10.0,5,2.3333333333333335,74.8,0.0,0.7,-0.0,212.9,231,1
10.0,5,0.8333333333333334,46.9,0.0,0.6,-0.0,207.9,213,1
10.0,6,1.5,18.7,0.0,0.6,-0.0,209.4,231,1
10.0,5,1.2,56.9,0.0,0.7,-0.0,208.1,230,1
10.0,7,2.6666666666666665,52.7,0.0,0.8,-0.0,210.1,232,1
10.0,5,1.75,22.0,0.0,0.6,-0.0,208.8,217,1
10.0,3,0.8333333333333334,26.9,0.0,0.6,-0.0,207.7,212,1
10.0,4,1.2,20.3,0.0,0.5,-0.0,209.9,230,1
10.0,3,0.8333333333333334,88.9,0.0,0.6,-0.0,211.8,232,1
10.0,5,1.75,85.2,0.0,0.7,-0.0,213.8,238,1
10.0,6,2.6666666666666665,14.9,0.0,0.7,-0.0,207.4,213,1
10.0,3,0.8333333333333334,36.5,0.0,0.5,-0.0,209.5,216,1
10.0,6,1.5,15.5,0.0,0.7,-0.0,206.4,210,1
10.0,4,1.0,67.3,0.0,0.7,-0.0,209.0,235,1
10.0,6,1.75,56.9,0.0,0.7,-0.0,210.9,236,1
10.0,5,1.75,83.0,0.0,0.7,-0.0,213.4,236,1
10.0,5,1.75,79.4,0.0,0.7,-0.0,213.5,269,1
10.0,5,1.2,20.6,0.0,0.5,-0.0,208.7,215,1
10.0,3,0.8333333333333334,52.0,0.0,0.5,-0.0,212.1,232,1
10.0,7,1.75,34.9,0.0,0.8,-0.0,206.2,212,1
10.0,4,1.5,94.9,0.0,0.7,-0.0,212.6,229,1
10.0,5,1.2,37.7,0.0,0.6,-0.0,209.7,222,1
10.0,3,1.2,25.1,0.0,0.5,-0.0,207.8,215,1
10.0,2,0.6666666666666666,117.0,0.0,0.6,-0.0,213.8,234,1
10.0,6,1.75,55.9,0.0,0.6,-0.0,214.0,233,1
10.0,10,4.5,26.5,0.0,0.9,-0.0,206.7,216,1
10.0,4,1.2,39.4,0.0,0.6,-0.0,208.8,219,1
10.0,3,0.8333333333333334,22.7,0.0,0.5,-0.0,207.9,215,1
10.0,3,0.8333333333333334,27.7,0.0,0.6,-0.0,207.5,216,1
10.0,2,0.8333333333333334,83.0,0.0,0.5,-0.0,213.5,238,1
10.0,5,1.75,73.0,0.0,0.7,-0.0,212.4,231,1
10.0,4,1.2,33.2,0.0,0.6,-0.0,208.9,217,1
10.0,5,1.2,19.6,0.0,0.5,-0.0,209.9,230,1
10.0,5,1.2,73.6,0.0,0.6,-0.0,212.6,230,1
10.0,5,1.2,65.1,0.0,0.7,-0.0,209.3,230,1
10.0,4,1.2,35.9,0.0,0.5,-0.0,209.2,219,1
10.0,5,1.2,10.1,0.0,0.6,-0.0,207.0,211,1
10.0,3,1.0,51.0,0.0,0.6,-0.0,210.7,241,1
10.0,2,0.8333333333333334,122.2,0.0,0.5,-0.0,214.8,235,1
10.0,4,1.2,64.3,0.0,0.6,-0.0,213.4,235,1
10.0,7,1.75,41.0,0.0,0.8,-0.0,206.2,213,1
10.0,4,1.0,28.1,0.0,0.6,-0.0,208.5,218,1
10.0,5,1.2,39.4,0.0,0.6,-0.0,209.3,234,1
10.0,7,1.75,62.5,0.0,0.7,-0.0,211.6,234,1
10.0,5,1.75,69.1,0.0,0.7,-0.0,212.0,229,1
10.0,4,1.2,29.2,0.0,0.5,-0.0,208.8,215,1
10.0,7,1.75,7.7,0.0,0.8,-0.0,206.1,209,1
10.0,4,1.2,60.2,0.0,0.6,-0.0,211.3,232,1
10.0,7,2.6666666666666665,6.9,0.0,0.7,-0.0,208.6,232,1
10.0,10,4.5,27.0,0.0,0.9,-0.0,206.0,213,1
10.0,2,0.8333333333333334,44.3,0.0,0.5,-0.0,209.8,220,1
10.0,6,1.2,11.9,0.0,0.7,-0.0,206.3,209,1
10.0,4,1.5,59.9,0.0,0.6,-0.0,211.5,233,1
10.0,5,1.2,80.0,0.0,0.7,-0.0,210.5,231,1
10.0,6,1.75,40.5,0.0,0.7,-0.0,209.2,232,1
10.0,2,0.8333333333333334,30.6,0.0,0.5,-0.0,209.0,215,1
10.0,2,0.8333333333333334,26.1,0.0,0.5,-0.0,207.7,216,1
10.0,3,1.0,76.1,0.0,0.6,-0.0,212.9,231,1
10.0,3,1.0,108.4,0.0,0.6,-0.0,213.6,232,1
10.0,5,2.3333333333333335,22.2,0.0,0.7,-0.0,207.5,213,1
10.0,6,1.2,26.0,0.0,0.7,-0.0,207.9,218,1
10.0,4,1.2,15.9,0.0,0.6,-0.0,206.8,210,1
10.0,4,1.2,81.3,0.0,0.6,-0.0,213.1,231,1
10.0,6,1.75,41.2,0.0,0.6,-0.0,210.3,238,1
10.0,7,2.6666666666666665,54.2,0.0,0.8,-0.0,210.5,233,1
10.0,2,0.8333333333333334,36.5,0.0,0.5,-0.0,209.0,215,1
10.0,4,1.2,17.1,0.0,0.5,-0.0,208.0,214,1
10.0,7,1.75,11.4,0.0,0.7,-0.0,208.6,229,1
10.0,5,1.2,53.8,0.0,0.7,-0.0,208.4,229,1
10.0,7,2.6666666666666665,56.7,0.0,0.8,-0.0,211.2,234,1
10.0,5,1.75,36.5,0.0,0.6,-0.0,209.9,228,1
10.0,4,1.0,17.8,0.0,0.7,-0.0,207.4,212,1
10.0,2,0.8333333333333334,29.0,0.0,0.5,-0.0,208.1,220,1
10.0,4,1.2,39.8,0.0,0.6,-0.0,209.5,231,1
10.0,5,1.75,93.2,0.0,0.7,-0.0,214.6,239,1
10.0,5,1.75,23.0,0.0,0.6,-0.0,209.0,214,1
10.0,4,0.8333333333333334,20.1,0.0,0.5,-0.0,207.4,211,1
10.0,7,1.5,35.0,0.0,0.8,-0.0,208.1,233,1
10.0,5,1.75,79.5,0.0,0.7,-0.0,213.0,232,1
10.0,5,1.75,21.1,0.0,0.6,-0.0,208.6,222,1
10.0,5,0.8333333333333334,37.4,0.0,0.6,-0.0,207.9,213,1
10.0,4,1.2,81.7,0.0,0.6,-0.0,213.5,232,1
10.0,5,1.5,97.1,0.0,0.7,-0.0,214.1,238,1
10.0,3,1.2,34.9,0.0,0.5,-0.0,209.9,219,1
10.0,6,1.2,18.2,0.0,0.6,-0.0,206.9,213,1
10.0,2,0.8333333333333334,66.5,0.0,0.5,-0.0,214.3,234,1
10.0,5,1.2,62.7,0.0,0.6,-0.0,211.2,230,1
10.0,6,1.5,46.5,0.0,0.8,-0.0,206.6,213,1
10.0,4,1.2,18.7,0.0,0.5,-0.0,207.9,212,1
10.0,5,1.2,13.3,0.0,0.6,-0.0,209.6,237,1
10.0,3,0.6666666666666666,119.8,0.0,0.6,-0.0,211.7,233,1
10.0,4,1.5,83.3,0.0,0.6,-0.0,213.5,235,1
10.0,2,0.8333333333333334,40.4,0.0,0.5,-0.0,209.6,219,1
10.0,5,1.2,19.3,0.0,0.6,-0.0,206.9,213,1
10.0,4,1.0,53.5,0.0,0.6,-0.0,210.2,229,1
10.0,3,0.8333333333333334,63.5,0.0,0.6,-0.0,209.3,229,1
10.0,5,1.75,80.6,0.0,0.7,-0.0,213.8,236,1
10.0,5,1.75,21.7,0.0,0.6,-0.0,208.6,217,1
10.0,2,0.8333333333333334,38.2,0.0,0.5,-0.0,208.8,215,1
10.0,6,1.2,12.6,0.0,0.7,-0.0,206.5,211,1
10.0,4,1.2,81.7,0.0,0.6,-0.0,213.5,232,1
10.0,5,1.75,35.2,0.0,0.6,-0.0,211.8,236,1
10.0,6,1.75,83.9,0.0,0.8,-0.0,210.9,232,1
10.0,5,1.75,37.1,0.0,0.6,-0.0,209.9,229,1
10.0,3,0.8333333333333334,16.7,0.0,0.6,-0.0,207.0,212,1
10.0,3,1.2,28.3,0.0,0.5,-0.0,210.9,232,1
10.0,4,0.8333333333333334,107.4,0.0,0.6,-0.0,213.0,236,1
10.0,4,1.2,58.4,0.0,0.6,-0.0,211.1,231,1
10.0,4,1.0,27.3,0.0,0.6,-0.0,207.9,213,1
10.0,5,1.5,54.5,0.0,0.6,-0.0,212.6,232,1
10.0,5,1.2,112.1,0.0,0.6,-0.0,216.8,263,1
10.0,4,1.2,70.8,0.0,0.6,-0.0,210.1,233,1
10.0,3,0.8333333333333334,43.2,0.0,0.6,-0.0,209.5,219,1
10.0,4,1.2,15.0,0.0,0.5,-0.0,207.4,215,1
10.0,5,1.2,63.0,0.0,0.6,-0.0,212.0,233,1
10.0,8,2.6666666666666665,13.5,0.0,0.9,-0.0,205.3,208,1
10.0,4,1.2,94.0,0.0,0.6,-0.0,214.5,238,1
10.0,3,0.8333333333333334,23.6,0.0,0.5,-0.0,208.2,212,1
10.0,2,0.8333333333333334,21.9,0.0,0.5,-0.0,207.4,214,1
10.0,3,0.8333333333333334,87.4,0.0,0.5,-0.0,214.1,238,1
10.0,5,1.75,74.4,0.0,0.6,-0.0,215.2,245,1
10.0,4,1.2,51.8,0.0,0.6,-0.0,208.7,216,1
10.0,6,1.2,20.1,0.0,0.7,-0.0,206.9,212,1
10.0,3,1.2,29.9,0.0,0.5,-0.0,208.4,216,1
10.0,3,0.6666666666666666,64.5,0.0,0.6,-0.0,211.0,233,1
10.0,6,2.6666666666666665,57.3,0.0,0.7,-0.0,214.1,236,1
10.0,4,1.2,66.5,0.0,0.6,-0.0,210.1,229,1
10.0,4,0.8333333333333334,37.4,0.0,0.6,-0.0,208.7,216,1
10.0,4,1.2,13.9,0.0,0.6,-0.0,206.9,213,1
10.0,3,1.0,62.6,0.0,0.6,-0.0,208.8,230,1
10.0,3,1.2,68.4,0.0,0.5,-0.0,212.4,231,1
10.0,5,1.2,80.8,0.0,0.7,-0.0,213.0,235,1
10.0,3,1.2,31.1,0.0,0.5,-0.0,209.4,217,1
10.0,4,1.2,29.9,0.0,0.6,-0.0,208.6,215,1
10.0,4,0.8333333333333334,20.7,0.0,0.6,-0.0,206.6,210,1
10.0,3,1.2,87.5,0.0,0.5,-0.0,214.3,239,1
10.0,5,1.2,76.6,0.0,0.7,-0.0,213.1,232,1
10.0,5,1.75,27.2,0.0,0.7,-0.0,207.7,218,1
10.0,2,0.8333333333333334,36.5,0.0,0.5,-0.0,209.7,218,1
10.0,4,1.2,19.3,0.0,0.6,-0.0,207.9,215,1
10.0,3,1.2,42.2,0.0,0.5,-0.0,211.8,234,1
10.0,4,0.8333333333333334,91.4,0.0,0.6,-0.0,211.8,235,1
10.0,7,2.6666666666666665,53.0,0.0,0.8,-0.0,211.1,232,1
10.0,5,1.5,32.7,0.0,0.7,-0.0,208.5,218,1
10.0,2,0.8333333333333334,35.4,0.0,0.5,-0.0,209.6,228,1
10.0,4,1.2,19.3,0.0,0.6,-0.0,207.1,212,1
10.0,6,1.75,54.6,0.0,0.7,-0.0,211.4,232,1
10.0,5,1.75,86.2,0.0,0.7,-0.0,214.0,236,1
10.0,4,1.2,43.1,0.0,0.6,-0.0,209.6,223,1
10.0,6,1.75,25.0,0.0,0.6,-0.0,209.2,218,1
10.0,3,0.8333333333333334,29.8,0.0,0.5,-0.0,209.8,231,1
10.0,7,1.75,52.2,0.0,0.7,-0.0,210.7,231,1
10.0,8,2.6666666666666665,47.9,0.0,0.8,-0.0,208.9,229,1
10.0,3,0.8333333333333334,41.7,0.0,0.5,-0.0,209.3,215,1
10.0,4,1.2,23.7,0.0,0.6,-0.0,207.4,219,1
10.0,6,1.2,56.6,0.0,0.7,-0.0,210.3,231,1
10.0,5,1.75,59.1,0.0,0.6,-0.0,212.1,232,1
10.0,5,1.2,33.7,0.0,0.6,-0.0,209.5,220,1
10.0,3,0.8333333333333334,22.4,0.0,0.5,-0.0,207.7,215,1
10.0,3,0.8333333333333334,89.6,0.0,0.6,-0.0,213.7,232,1
10.0,5,1.75,16.0,0.0,0.7,-0.0,207.2,213,1
10.0,3,1.2,99.3,0.0,0.6,-0.0,214.8,231,1
10.0,4,1.75,29.7,0.0,0.6,-0.0,208.7,218,1
10.0,4,0.8333333333333334,22.8,0.0,0.6,-0.0,207.5,214,1
10.0,4,1.2,21.8,0.0,0.6,-0.0,207.4,213,1
10.0,4,1.2,86.6,0.0,0.6,-0.0,214.1,240,1
10.0,4,1.5,12.4,0.0,0.7,-0.0,206.3,212,1
10.0,3,1.2,117.0,0.0,0.6,-0.0,217.1,238,1
10.0,5,1.75,36.1,0.0,0.6,-0.0,209.8,220,1
10.0,4,0.8333333333333334,22.9,0.0,0.5,-0.0,208.1,213,1
10.0,2,0.8333333333333334,65.1,0.0,0.5,-0.0,213.4,233,1
10.0,4,1.0,57.0,0.0,0.7,-0.0,208.9,229,1
10.0,5,1.75,82.2,0.0,0.7,-0.0,213.6,234,1
10.0,9,4.5,26.3,0.0,0.8,-0.0,209.6,232,1
10.0,3,0.8333333333333334,42.0,0.0,0.6,-0.0,208.2,213,1
10.0,5,1.5,14.2,0.0,0.6,-0.0,207.1,213,1
10.0,5,1.2,64.6,0.0,0.6,-0.0,211.8,236,1
10.0,5,1.2,59.0,0.0,0.7,-0.0,210.4,231,1
10.0,6,1.75,64.8,0.0,0.7,-0.0,211.9,230,1
10.0,2,1.0,47.7,0.0,0.6,-0.0,210.3,220,1
10.0,3,1.0,11.9,0.0,0.6,-0.0,206.4,209,1
10.0,3,1.2,68.7,0.0,0.5,-0.0,214.8,235,1
10.0,7,1.75,52.5,0.0,0.8,-0.0,208.4,231,1
10.0,5,1.75,75.6,0.0,0.7,-0.0,213.1,232,1
10.0,4,1.2,31.8,0.0,0.6,-0.0,208.9,216,1
10.0,3,0.8333333333333334,77.6,0.0,0.5,-0.0,213.5,263,1
10.0,3,1.2,30.4,0.0,0.6,-0.0,208.3,217,1
10.0,4,1.2,58.1,0.0,0.6,-0.0,210.9,233,1
10.0,7,2.6666666666666665,59.8,0.0,0.8,-0.0,211.5,236,1
10.0,7,2.6666666666666665,51.3,0.0,0.8,-0.0,210.4,231,1
10.0,3,1.2,45.2,0.0,0.5,-0.0,211.1,228,1
10.0,3,0.8333333333333334,34.4,0.0,0.6,-0.0,207.9,213,1
10.0,4,1.2,19.3,0.0,0.5,-0.0,208.1,213,1
10.0,5,1.2,65.0,0.0,0.6,-0.0,211.4,231,1
10.0,8,2.6666666666666665,36.1,0.0,0.8,-0.0,211.4,240,1
10.0,4,1.2,74.5,0.0,0.6,-0.0,210.6,231,1
10.0,4,0.8333333333333334,21.8,0.0,0.6,-0.0,207.4,213,1
10.0,4,1.2,77.7,0.0,0.6,-0.0,213.1,265,1
10.0,2,0.8333333333333334,85.8,0.0,0.5,-0.0,213.7,235,1
10.0,7,2.6666666666666665,34.6,0.0,0.7,-0.0,211.1,238,1
10.0,6,1.5,65.8,0.0,0.8,-0.0,208.6,230,1
10.0,4,1.0,38.2,0.0,0.6,-0.0,209.7,223,1
10.0,4,1.2,10.4,0.0,0.5,-0.0,207.9,216,1
10.0,3,0.8333333333333334,86.1,0.0,0.5,-0.0,212.9,231,1
10.0,9,2.6666666666666665,34.6,0.0,0.9,-0.0,208.9,238,1
10.0,4,1.2,96.9,0.0,0.6,-0.0,215.0,238,1
10.0,4,1.5,27.3,0.0,0.6,-0.0,208.0,213,1
10.0,3,0.8333333333333334,36.6,0.0,0.5,-0.0,210.3,224,1
10.0,5,1.0,49.2,0.0,0.7,-0.0,208.8,232,1
10.0,3,1.2,88.1,0.0,0.5,-0.0,214.2,232,1
10.0,6,1.5,71.0,0.0,0.8,-0.0,209.7,229,1
10.0,6,2.3333333333333335,20.8,0.0,0.7,-0.0,208.5,219,1
10.0,3,0.8333333333333334,39.8,0.0,0.5,-0.0,209.1,219,1
10.0,3,0.8333333333333334,26.0,0.0,0.6,-0.0,207.3,214,1
10.0,2,0.8333333333333334,112.0,0.0,0.5,-0.0,216.5,238,1
10.0,5,1.75,56.8,0.0,0.6,-0.0,213.7,233,1
10.0,5,1.2,50.8,0.0,0.7,-0.0,207.8,216,1
10.0,3,1.0,19.7,0.0,0.6,-0.0,207.2,212,1
10.0,4,1.5,15.4,0.0,0.6,-0.0,206.9,209,1
10.0,4,0.8333333333333334,69.1,0.0,0.6,-0.0,211.9,237,1
10.0,7,2.6666666666666665,50.3,0.0,0.8,-0.0,210.4,231,1
10.0,5,1.75,21.3,0.0,0.6,-0.0,207.9,213,1
10.0,5,1.2,35.5,0.0,0.6,-0.0,209.0,226,1
10.0,5,1.2,21.3,0.0,0.6,-0.0,210.4,241,1
10.0,3,0.8333333333333334,100.1,0.0,0.6,-0.0,211.7,233,1
10.0,7,2.6666666666666665,56.2,0.0,0.8,-0.0,211.2,236,1
10.0,9,4.5,23.5,0.0,0.9,-0.0,207.9,229,1
10.0,2,0.8333333333333334,38.8,0.0,0.5,-0.0,209.5,217,1
10.0,4,1.0,22.9,0.0,0.6,-0.0,207.9,213,1
10.0,2,0.8333333333333334,23.1,0.0,0.5,-0.0,207.4,211,1
10.0,6,1.75,54.0,0.0,0.7,-0.0,210.9,232,1
10.0,4,1.5,119.5,0.0,0.7,-0.0,214.5,238,1
10.0,4,1.2,31.4,0.0,0.6,-0.0,208.7,218,1
10.0,4,1.2,13.8,0.0,0.6,-0.0,207.0,212,1
10.0,4,1.2,20.4,0.0,0.6,-0.0,207.6,217,1
10.0,4,1.0,90.8,0.0,0.6,-0.0,211.3,234,1
10.0,8,4.0,49.4,0.0,0.9,-0.0,208.2,230,1
10.0,8,4.5,7.4,0.0,0.8,-0.0,206.4,213,1
10.0,6,1.2,19.4,0.0,0.6,-0.0,207.7,212,1
10.0,4,0.8333333333333334,52.7,0.0,0.6,-0.0,209.8,241,1
10.0,4,1.2,84.0,0.0,0.6,-0.0,213.5,233,1
10.0,7,2.6666666666666665,57.1,0.0,0.8,-0.0,211.5,236,1
10.0,4,1.5,48.8,0.0,0.6,-0.0,210.4,232,1
10.0,5,1.2,25.0,0.0,0.6,-0.0,207.9,212,1
10.0,4,0.8333333333333334,18.7,0.0,0.6,-0.0,207.3,212,1
10.0,4,1.2,92.7,0.0,0.6,-0.0,215.0,239,1
10.0,7,2.6666666666666665,51.3,0.0,0.8,-0.0,210.4,231,1
10.0,3,0.8333333333333334,28.6,0.0,0.5,-0.0,208.6,213,1
10.0,5,1.75,12.6,0.0,0.6,-0.0,207.4,216,1
10.0,3,0.8333333333333334,26.0,0.0,0.5,-0.0,210.0,231,1
10.0,4,1.2,133.5,0.0,0.6,-0.0,216.6,262,1
10.0,7,1.75,58.8,0.0,0.8,-0.0,211.3,237,1
10.0,7,2.6666666666666665,51.8,0.0,0.8,-0.0,210.4,231,1
10.0,4,1.2,52.6,0.0,0.6,-0.0,210.2,229,1
10.0,2,0.8333333333333334,42.3,0.0,0.5,-0.0,210.2,223,1
10.0,4,1.2,8.7,0.0,0.5,-0.0,207.7,217,1
10.0,5,1.0,48.0,0.0,0.7,-0.0,208.8,232,1
10.0,5,1.75,76.1,0.0,0.7,-0.0,213.3,233,1
10.0,3,1.2,39.3,0.0,0.5,-0.0,209.5,219,1
10.0,4,0.6666666666666666,18.4,0.0,0.6,-0.0,206.7,209,1
10.0,5,1.0,83.1,0.0,0.6,-0.0,211.0,230,1
10.0,7,2.6666666666666665,46.2,0.0,0.7,-0.0,210.0,229,1
10.0,2,0.8333333333333334,40.3,0.0,0.5,-0.0,209.6,219,1
10.0,5,0.8333333333333334,18.3,0.0,0.5,-0.0,209.0,228,1
10.0,2,0.8333333333333334,78.6,0.0,0.5,-0.0,211.0,230,1
10.0,4,1.0,96.7,0.0,0.7,-0.0,212.8,230,1
10.0,3,1.2,33.3,0.0,0.5,-0.0,209.8,219,1
10.0,4,1.2,36.7,0.0,0.6,-0.0,208.4,217,1
10.0,4,0.8333333333333334,26.6,0.0,0.6,-0.0,208.1,215,1
10.0,5,1.75,19.9,0.0,0.6,-0.0,209.8,230,1
10.0,5,1.2,59.2,0.0,0.7,-0.0,208.7,230,1
10.0,5,1.75,75.9,0.0,0.7,-0.0,213.3,234,1
10.0,5,1.75,25.7,0.0,0.7,-0.0,207.8,216,1
10.0,3,0.8333333333333334,77.5,0.0,0.5,-0.0,213.6,263,1
10.0,3,1.0,42.6,0.0,0.6,-0.0,209.1,232,1
10.0,7,1.75,69.4,0.0,0.7,-0.0,212.3,231,1
10.0,5,1.75,29.0,0.0,0.7,-0.0,207.7,219,1
10.0,6,1.2,22.0,0.0,0.6,-0.0,208.0,213,1
10.0,5,1.75,82.2,0.0,0.6,-0.0,214.0,236,1
10.0,5,1.2,79.3,0.0,0.7,-0.0,212.9,234,1
10.0,5,1.75,25.8,0.0,0.7,-0.0,208.0,217,1
10.0,4,1.2,15.4,0.0,0.6,-0.0,207.6,214,1
10.0,3,1.2,34.7,0.0,0.5,-0.0,209.0,217,1
10.0,3,0.8333333333333334,110.4,0.0,0.5,-0.0,217.7,237,1
10.0,6,1.75,51.4,0.0,0.7,-0.0,211.5,238,1
10.0,5,1.2,64.6,0.0,0.7,-0.0,209.2,230,1
10.0,2,0.8333333333333334,27.0,0.0,0.5,-0.0,208.7,214,1
10.0,4,1.2,19.5,0.0,0.6,-0.0,207.4,213,1
10.0,4,1.2,82.1,0.0,0.5,-0.0,213.6,232,1
10.0,4,1.2,38.6,0.0,0.6,-0.0,211.6,235,1
10.0,4,1.2,63.4,0.0,0.6,-0.0,210.2,229,1
10.0,4,0.8333333333333334,78.2,0.0,0.5,-0.0,213.2,263,1
10.0,4,0.8333333333333334,73.8,0.0,0.5,-0.0,212.4,239,1
10.0,5,1.2,59.8,0.0,0.7,-0.0,211.1,236,1
10.0,5,1.75,31.4,0.0,0.7,-0.0,208.6,221,1
10.0,4,1.0,22.8,0.0,0.6,-0.0,208.1,214,1
10.0,3,1.2,19.5,0.0,0.5,-0.0,207.5,214,1
10.0,3,0.8333333333333334,106.7,0.0,0.5,-0.0,215.6,232,1
10.0,3,0.8333333333333334,99.4,0.0,0.6,-0.0,215.1,232,1
10.0,5,1.75,25.9,0.0,0.7,-0.0,207.8,216,1
10.0,4,1.2,34.8,0.0,0.6,-0.0,209.2,218,1
10.0,4,1.2,20.7,0.0,0.5,-0.0,208.1,218,1
10.0,4,0.8333333333333334,95.5,0.0,0.6,-0.0,214.7,242,1
10.0,5,1.75,75.7,0.0,0.7,-0.0,213.5,231,1
10.0,4,1.2,37.1,0.0,0.6,-0.0,209.0,222,1
10.0,5,1.2,19.9,0.0,0.5,-0.0,208.0,213,1
10.0,5,1.2,54.4,0.0,0.7,-0.0,210.3,229,1
10.0,5,1.75,73.5,0.0,0.7,-0.0,213.2,231,1
10.0,4,1.2,35.3,0.0,0.6,-0.0,209.1,220,1
10.0,5,1.5,10.0,0.0,0.7,-0.0,207.0,211,1
10.0,3,1.2,20.9,0.0,0.5,-0.0,207.8,215,1
10.0,4,0.8333333333333334,90.3,0.0,0.6,-0.0,213.8,238,1
10.0,6,2.3333333333333335,78.4,0.0,0.8,-0.0,211.0,233,1
10.0,2,1.0,54.9,0.0,0.5,-0.0,211.6,224,1
10.0,3,0.8333333333333334,31.0,0.0,0.5,-0.0,208.6,214,1
10.0,3,1.0,33.8,0.0,0.6,-0.0,208.3,216,1
10.0,3,0.8333333333333334,72.1,0.0,0.5,-0.0,211.5,232,1
10.0,5,1.2,88.2,0.0,0.7,-0.0,214.1,238,1
10.0,5,1.75,22.7,0.0,0.7,-0.0,207.2,214,1
10.0,2,0.8333333333333334,31.5,0.0,0.5,-0.0,209.1,219,1
10.0,5,1.75,19.3,0.0,0.6,-0.0,207.4,217,1
10.0,3,0.8333333333333334,123.5,0.0,0.6,-0.0,217.0,239,1
10.0,5,1.75,32.9,0.0,0.6,-0.0,211.7,235,1
10.0,5,1.5,90.5,0.0,0.7,-0.0,211.4,233,1
10.0,3,0.8333333333333334,35.4,0.0,0.5,-0.0,208.5,213,1
10.0,4,0.8333333333333334,28.5,0.0,0.6,-0.0,208.0,220,1
10.0,4,1.2,83.7,0.0,0.6,-0.0,213.9,232,1
10.0,5,1.75,15.0,0.0,0.7,-0.0,206.9,212,1
10.0,5,1.75,87.2,0.0,0.6,-0.0,214.8,239,1
10.0,3,0.8333333333333334,34.1,0.0,0.6,-0.0,208.5,213,1
10.0,4,1.2,12.4,0.0,0.5,-0.0,207.7,212,1
10.0,4,0.8333333333333334,42.1,0.0,0.6,-0.0,209.0,231,1
10.0,7,2.6666666666666665,52.2,0.0,0.8,-0.0,211.2,232,1
10.0,2,1.0,42.3,0.0,0.5,-0.0,209.6,219,1
10.0,3,0.8333333333333334,70.1,0.0,0.5,-0.0,212.4,263,1
10.0,5,1.2,27.8,0.0,0.6,-0.0,210.7,232,1
10.0,5,1.2,58.0,0.0,0.6,-0.0,211.5,233,1
10.0,5,1.2,65.8,0.0,0.7,-0.0,209.5,231,1
10.0,3,1.0,30.1,0.0,0.6,-0.0,208.7,218,1
10.0,4,1.2,17.0,0.0,0.6,-0.0,207.1,210,1
10.0,3,1.0,78.6,0.0,0.6,-0.0,213.0,231,1
10.0,7,2.6666666666666665,51.8,0.0,0.8,-0.0,210.8,233,1
10.0,6,1.75,24.0,0.0,0.7,-0.0,207.6,216,1
10.0,2,0.8333333333333334,26.3,0.0,0.5,-0.0,208.7,218,1
10.0,5,1.2,41.2,0.0,0.6,-0.0,209.3,229,1
10.0,4,1.5,49.7,0.0,0.6,-0.0,210.2,229,1
10.0,5,1.2,98.3,0.0,0.7,-0.0,215.1,248,1
10.0,3,1.2,35.0,0.0,0.5,-0.0,210.6,222,1
10.0,3,0.8333333333333334,48.4,0.0,0.6,-0.0,209.1,218,1
10.0,3,1.2,40.1,0.0,0.5,-0.0,211.4,232,1
10.0,7,1.75,49.3,0.0,0.8,-0.0,208.1,229,1
10.0,7,2.6666666666666665,12.1,0.0,0.8,-0.0,206.3,212,1
10.0,3,0.8333333333333334,81.8,0.0,0.5,-0.0,214.0,263,1
10.0,6,1.75,5.3,0.0,0.6,-0.0,207.2,216,1
10.0,4,0.8333333333333334,44.8,0.0,0.6,-0.0,208.5,229,1
